ST3A,KRØ,#4e79a7
ST3A,R2,#f28e2b
ST3A,BIO,#e15759
ST3A,IT2,#e15759
ST3A,NOR,#76b7b2
ST3A,FY2,#59a14f
ST3A,KJ2,#b07aa1
ST3A,STU+2,#9c755f
ST3A,STU+1,#9c755f
ST3A,KLA+1,#9c755f
ST3A,HIS,#ff9da7
ST3A,REL,#9c755f
